sentence	n_characters	n_gpt4_tokens	gpt2_logprob
otay itsay otnay ethay oweverhay, avehay ausecay otay ateday, ownay appearay oesday egimenray.	94	36	-228.684326171875
a with a child headscarf in she arrives covered as beams the fundraiser.	72	16	-110.10281372070312
aay ithway aay ildchay eadscarfhay inay eshay arrivesay overedcay asay eamsbay ethay undraiserfay.	98	38	-243.43043518066406
in helsinki, inside fireplace energy solar installing in all the they bills upgraded and panels reduced by finishes.	116	21	-169.18423461914062
inay elsinkihay, insideay ireplacefay energyay olarsay installingay inay allay ethay eythay illsbay upgradeday anday anelspay educedray ybay inishesfay.	152	49	-320.9695739746094
although it it through to arrive connected promises a battle is lev society, team fully willingly and uphill protocol will reach an activities.	143	25	-209.98446655273438
althoughay itay itay oughthray otay arriveay onnectedcay omisespray aay attlebay isay evlay ocietysay, eamtay ullyfay illinglyway anday uphillay otocolpray illway eachray anay activitiesay.	189	62	-389.31658935546875
both of area ocean before the ocean, around the the the to adding south good cape atlantic hope, canadian of or crossed the map indian same america.	148	31	-236.0174560546875
othbay ofay areaay oceanay eforebay ethay oceanay, arounday ethay ethay ethay otay addingay outhsay oodgay apecay atlanticay opehay, anadiancay ofay oray ossedcray ethay apmay indianay amesay americaay.	202	68	-379.896240234375
transporting of is editors not bad a balance and good stick sales.	66	14	-105.5718765258789
ansportingtray ofay isay editorsay otnay adbay aay alancebay anday oodgay ickstay alessay.	90	33	-217.37567138671875
it to with type that some it of see was selected is sad noise.	62	15	-111.4502182006836
itay otay ithway ypetay atthay omesay itay ofay eesay asway electedsay isay adsay oisenay.	90	34	-198.3633270263672
the buyers unstable, this difficult share to making was charity a for of fit it thus definition speculation.	108	20	-169.77456665039062
ethay uyersbay unstableay, isthay ifficultday areshay otay akingmay asway aritychay aay orfay ofay itfay itay usthay efinitionday eculationspay.	144	49	-326.1272277832031
ali badge, in the did her never passion waver she tireless her regretted national for nor opposition.	101	22	-160.46487426757812
aliay adgebay, inay ethay idday erhay evernay assionpay averway eshay irelesstay erhay egrettedray ationalnay orfay ornay oppositionay.	135	44	-302.38153076171875
the application most all of and fluent accessible forms along his work bill.	76	14	-117.18614196777344
ethay applicationay ostmay allay ofay anday uentflay accessibleay ormsfay alongay ishay orkway illbay.	102	32	-219.6215057373047
to withdraw have need power my another you in to vehicle, passport.	67	14	-114.39574432373047
otay ithdrawway avehay eednay owerpay ymay anotheray ouyay inay otay ehiclevay, assportpay.	91	35	-225.2574920654297
in danger, times should be of art dedicated.	44	10	-67.84001159667969
inay angerday, imestay ouldshay ebay ofay artay edicatedday.	60	21	-151.80743408203125
here of global transformations us of light programs, wish pioneered our member see aid impact, web broader to many environments from which at fulfillment.	154	27	-211.87794494628906
erehay ofay obalglay ansformationstray usay ofay ightlay ogramspray, ishway ioneeredpay ouray embermay eesay aiday impactay, ebway oaderbray otay anymay environmentsay omfray ichwhay atay ulfillmentfay.	202	68	-464.4568176269531
eight the destination a located for the it in mountain ten highest top making ghana, of peaks are world in coveted mountaineers.	128	27	-192.64259338378906
eightay ethay estinationday aay ocatedlay orfay ethay itay inay ountainmay entay ighesthay optay akingmay anaghay, ofay eakspay areay orldway inay ovetedcay ountaineersmay.	172	62	-370.21307373046875
much ethnicities as does many it consisted today, of and texas societies, movements.	84	17	-139.19395446777344
uchmay ethnicitiesay asay oesday anymay itay onsistedcay odaytay, ofay anday exastay ocietiessay, ovementsmay.	110	39	-274.5787048339844
of statues are not painted all course, brushes.	47	10	-73.76603698730469
ofay atuesstay areay otnay aintedpay allay oursecay, ushesbray.	63	25	-179.50845336914062
there turkish the anchored lira, the then discord supports, is the and its against by the slacking hurdle.	106	24	-165.2720947265625
erethay urkishtay ethay anchoreday iralay, ethay enthay iscordday upportssay, isay ethay anday itsay againstay ybay ethay ackingslay urdlehay.	142	50	-300.3951110839844
notably, did of not the the attend canada and marino san regimes dinner.	72	17	-128.9075927734375
otablynay, idday ofay otnay ethay ethay attenday anadacay anday arinomay ansay egimesray innerday.	98	36	-211.72903442382812
brazil serves as of social exclusively its percent all relies energy almost only energy eight imports economic on goods.	120	21	-180.76837158203125
azilbray ervessay asay ofay ocialsay exclusivelyay itsay ercentpay allay eliesray energyay almostay onlyay energyay eightay importsay economicay onay oodsgay.	158	46	-315.8288269042969
stock to rampant created contributed allowance field, freedom time innovation playing of high an and sub to interruption of unlevel unjust and an standards.	156	27	-234.9961700439453
ockstay otay ampantray eatedcray ontributedcay allowanceay ieldfay, eedomfray imetay innovationay ayingplay ofay ighhay anay anday ubsay otay interruptionay ofay unlevelay unjustay anday anay andardsstay.	204	67	-399.2978515625
some for and fork, argue core, the might people directing the of but challenge hardest the that organization is really me test is my connection.	144	28	-215.35032653808594
omesay orfay anday orkfay, argueay orecay, ethay ightmay eoplepay irectingday ethay ofay utbay allengechay ardesthay ethay atthay organizationay isay eallyray emay esttay isay ymay onnectioncay.	194	68	-390.9864807128906
it on be or whether how be bills abroad the states internationally the might injunctions is unclear american could applied also retroactive.	140	25	-199.48757934570312
itay onay ebay oray etherwhay owhay ebay illsbay abroaday ethay atesstay internationallyay ethay ightmay injunctionsay isay unclearay americanay ouldcay applieday alsoay etroactiveray.	184	53	-348.18572998046875
our an to for layer of innocent search brains are wired cheating.	65	13	-111.3782958984375
ouray anay otay orfay ayerlay ofay innocentay earchsay ainsbray areay iredway eatingchay.	89	32	-220.74087524414062
the long, developments they and personal but have have been taken logical.	74	14	-108.92486572265625
ethay onglay, evelopmentsday eythay anday ersonalpay utbay avehay avehay eenbay akentay ogicallay.	98	37	-227.34310913085938
now, my solidarity brands today productivity, through today defense's of match fees article to ministry accept the pressures.	125	22	-186.9149627685547
ownay, ymay olidaritysay andsbray odaytay oductivitypray, oughthray odaytay efense'sday ofay atchmay eesfay articleay otay inistrymay acceptay ethay essurespray.	161	58	-358.5937805175781
in the occurred, knowledge netherlands of and the founding history, collapsed.	78	15	-112.27806854248047
inay ethay occurreday, owledgeknay etherlandsnay ofay anday ethay oundingfay istoryhay, ollapsedcay.	100	36	-226.51638793945312
he by declines this week to tried searches, in investing communication, accommodate summary and producer prior flavor.	118	20	-167.58546447753906
ehay ybay eclinesday isthay eekway otay iedtray earchessay, inay investingay ommunicationcay, accommodateay ummarysay anday oducerpray iorpray avorflay.	152	50	-337.04473876953125
she hopes career luck right the is his around corner.	53	11	-85.32840728759766
eshay opeshay areercay ucklay ightray ethay isay ishay arounday ornercay.	73	28	-161.39389038085938
we work need with to reporters develop to this canon.	53	11	-89.55594635009766
eway orkway eednay ithway otay eportersray evelopday otay isthay anoncay.	73	27	-185.69224548339844
at our be for hypothesis that time, be should as he the suggested any here ambiguous should hope possible, probability same the as reducing.	140	27	-205.62136840820312
atay ouray ebay orfay ypothesishay atthay imetay, ebay ouldshay asay ehay ethay uggestedsay anyay erehay ambiguousay ouldshay opehay ossiblepay, obabilitypray amesay ethay asay educingray.	188	66	-398.9902648925781
the months; of about three took passage the increased by introduction a it was steamships, typically after month.	113	22	-162.3995361328125
ethay onthsmay; ofay aboutay eethray ooktay assagepay ethay increaseday ybay introductionay aay itay asway eamshipsstay, ypicallytay afteray onthmay.	149	49	-326.2846374511719
art process valid would be how impactful contents for really matter they films voters hold that no bias.	104	19	-163.15512084960938
artay ocesspray alidvay ouldway ebay owhay impactfulay ontentscay orfay eallyray attermay eythay ilmsfay otersvay oldhay atthay onay iasbay.	140	53	-329.7791442871094
overall, opportunities, regional a orientation for encompasses national and that is better effectiveness, advocate intelligent advisable more to it deployments.	160	24	-193.41940307617188
overallay, opportunitiesay, egionalray aay orientationay orfay encompassesay ationalnay anday atthay isay etterbay effectivenessay, advocateay intelligentay advisableay oremay otay itay eploymentsday.	200	52	-328.10418701171875
in of attack this their old anticipation added land, facebook ideas.	68	13	-114.34297180175781
inay ofay attackay isthay eirthay olday anticipationay addeday andlay, acebookfay ideasay.	90	27	-188.6868896484375
an a for position remake it makes search necessary as of overreaction ways possible its just malaysia to hotspot.	113	21	-174.46046447753906
anay aay orfay ositionpay emakeray itay akesmay earchsay ecessarynay asay ofay overreactionay aysway ossiblepay itsay ustjay alaysiamay otay otspothay.	151	54	-350.9603271484375
instead, of branded harvested different local your market, in the belize areas are all per power differently.	109	21	-155.10186767578125
insteaday, ofay andedbray arvestedhay ifferentday ocallay ouryay arketmay, inay ethay elizebay areasay areay allay erpay owerpay ifferentlyday.	143	50	-304.6991882324219
to bills online her reality, a for and make flipping packaging box, directions regulations and the them modifications for broke with firm layouts.	146	26	-214.99566650390625
otay illsbay onlineay erhay ealityray, aay orfay anday akemay ippingflay ackagingpay oxbay, irectionsday egulationsray anday ethay emthay odificationsmay orfay okebray ithway irmfay ayoutslay.	192	68	-420.5691833496094
dad piled and more dorm books the across distributed his we on.	63	13	-117.16646575927734
adday iledpay anday oremay ormday ooksbay ethay acrossay istributedday ishay eway onay.	87	29	-218.1653594970703
the that and me hopes made had i the simplicity my ancestors woman decent am today.	83	17	-135.39556884765625
ethay atthay anday emay opeshay ademay adhay iay ethay implicitysay ymay ancestorsay omanway ecentday amay odaytay.	115	41	-250.7237091064453
at populations about and time, the agricultural digitisation same very the advanced supportive kyrgyz are innovations.	118	20	-166.41949462890625
